"Species","Tissue Class","Tissue Type","Cancer","Cell name","Cell marker","Source","Supports","Detail"
"Mouse","Brain","Brain","Normal cell","Oligodendrocyte precursor cell","Sox2ot","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Neuroblast","Sox5","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Oligodendrocyte precursor cell","Sox6","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Astrocyte","Sox9","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Ependymal cell","Sox9","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Neural stem cell","Sox9","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Quiescent neural stem cell","Sox9","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","CCK basket cell","Sp8","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Ependymal cell","Spag16","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Ependymal cell","Spag17","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Endothelial cell","Sparc","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Bergmann glial cell","Sparcl1","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Olfactory ensheathing glia","Spata13","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Spata13","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Ependymal cell","Spata17","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type II spiral ganglion neuron","Spata24","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type IB spiral ganglion neuron","Spats2l","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Specc1","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Ependymal cell","Spef2","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type II spiral ganglion neuron","Speg","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Sphk1","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type IC spiral ganglion neuron","Sphkap","Single-cell sequencing","2","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Spire2","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Spock1","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type IC spiral ganglion neuron","Spock1","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Spock2","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Oligodendrocyte precursor cell","Spon1","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Sppl2a","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Spr","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type IA spiral ganglion neuron","Spred2","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type II spiral ganglion neuron","Sprn","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type IB spiral ganglion neuron","Spry3","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type II spiral ganglion neuron","Spsb1","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type II spiral ganglion neuron","Spsb2","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Spsb4","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Sptb","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type IC spiral ganglion neuron","Sptb","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Sptbn2","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Sptbn4","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Sptssb","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Endothelial cell","Srgn","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Srrm4","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Ssbp3","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type II spiral ganglion neuron","Ssr4","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Long-projecting GABAergic cell","Sst","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Interneuron-selective cell","St3gal1","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","St3gal1","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","St3gal2","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","St3gal3","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","St3gal5","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Endothelial cell","St3gal6","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","St3gal6","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Olfactory ensheathing glia","St5","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Olfactory ensheathing glia","St6gal1","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Long-projecting GABAergic cell","St6galnac2","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type IC spiral ganglion neuron","St6galnac3","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Basket cell","St6galnac5","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type II spiral ganglion neuron","St8sia4","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Macrophage","Stab1","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Olfactory ensheathing glia","Stard13","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type II spiral ganglion neuron","Stard13","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Stard3","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Macrophage","Stard8","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Smooth muscle cell","Stard8","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type II spiral ganglion neuron","Stat6","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Steap2","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Stk24","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Bergmann glial cell","Stk32a","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Stk40","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Neuroblast","Stmn2","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Neuron","Stmn2","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Neuron","Stmn3","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Oligodendrocyte","Stmn4","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Strip2","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Stx1b","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Stxbp5l","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type II spiral ganglion neuron","Styx","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Sucla2","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type II spiral ganglion neuron","Sugct","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Sugp2","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Oligodendrocyte precursor cell","Sulf2","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Sulf2","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Sun2","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Oligodendrocyte precursor cell","Susd5","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type II spiral ganglion neuron","Susd5","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Susd6","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Long-projecting GABAergic cell","Sv2b","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Sv2b","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Sv2c","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Syap1","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type II spiral ganglion neuron","Syce2","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Syde1","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Sympk","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type IA spiral ganglion neuron","Syndig1","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Syne1","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type II spiral ganglion neuron","Syne4","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type IA spiral ganglion neuron","Syngr1","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Synj2","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Synj2bp","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Synm","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Sys1","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Neuron","Syt1","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type II spiral ganglion neuron","Syt1","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Syt12","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Basket cell","Syt2","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Syt2","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Syt3","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type II spiral ganglion neuron","Syt5","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Syt7","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Tab1","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Basket cell","Tac1","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","CCK basket cell","Tac2","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Tacc2","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Tagap1","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Mural cell","Tagln","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Tagln3","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type IC spiral ganglion neuron","Tagln3","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type IA spiral ganglion neuron","Tanc1","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type II spiral ganglion neuron","Tax1bp3","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type II spiral ganglion neuron","Tbc1d10a","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type IA spiral ganglion neuron","Tbc1d16","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type II spiral ganglion neuron","Tbc1d22a","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Tbc1d30","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Tbc1d4","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type II spiral ganglion neuron","Tbc1d8","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type II spiral ganglion neuron","Tbcel","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type II spiral ganglion neuron","Tbl1x","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Early intermediate precursor cell","Tbr2","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Macrophage","Tbxas1","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Microglial cell","Tbxas1","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Tcea2","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type II spiral ganglion neuron","Tcea3","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type II spiral ganglion neuron","Tcerg1l","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Bergmann glial cell","Tcf7l1","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Tcn2","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Tdp2","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type IA spiral ganglion neuron","Tec","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Tecpr2","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Endothelial cell","Tek","Single-cell sequencing","3","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type IC spiral ganglion neuron","Tenm2","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type IC spiral ganglion neuron","Terf2","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Tesc","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Tet1","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type II spiral ganglion neuron","Tex15","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type II spiral ganglion neuron","Tex33","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type II spiral ganglion neuron","Tex43","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Tfdp2","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Tfip11","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Chandelier cell","Tgfb3","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Microglial cell","Tgfbr1","Single-cell sequencing","2","DETAIL"
"Mouse","Brain","Brain","Normal cell","Macrophage","Tgfbr2","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Microglial cell","Tgfbr2","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Tgfbr3","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type II spiral ganglion neuron","Th","Single-cell sequencing","2","DETAIL"
"Mouse","Brain","Brain","Normal cell","Type I spiral ganglion neuron","Thap11","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Chandelier cell","Thbs1","Single-cell sequencing","1","DETAIL"
"Mouse","Brain","Brain","Normal cell","Activated neural stem cell","Thbs4","Single-cell sequencing","1","DETAIL"
